46.400000000000006,85.2,276.09823582651256,0.0
43.2,75.6,274.8578226986334,0.0
42.400000000000006,69.6,273.9469088908537,0.0
41.6,62.4,274.33431807206483,0.0
42.400000000000006,57.599999999999994,275.12670234107384,0.0
41.6,51.6,281.6928768912934,0.0
44.800000000000004,52.8,290.41946655283084,0.0
42.400000000000006,48.0,280.0363666421197,0.0
42.400000000000006,45.6,277.3792462504899,0.0
40.800000000000004,43.199999999999996,276.33954305689167,0.0
40.800000000000004,42.0,275.3002002671119,0.0
43.2,43.199999999999996,285.1279450463602,0.0
40.800000000000004,37.199999999999996,275.20898594472243,0.0
40.0,36.0,274.3631235812727,0.0
39.2,33.6,275.24235274411683,0.0
38.400000000000006,31.2,275.1111385595098,0.0
36.800000000000004,28.799999999999997,275.7545987093604,0.0
35.2,26.4,278.8801230101644,0.0
33.6,25.2,289.8262623446973,0.0
35.2,37.199999999999996,279.11541475240966,0.0
33.6,45.6,280.01590966617607,0.0
33.6,52.8,279.7637631996042,0.0
36.0,52.8,288.6850691503319,0.0
33.6,57.599999999999994,280.01590966617607,0.0
32.0,58.8,279.3736189844923,0.0
31.200000000000003,58.8,276.67288565872707,0.0
31.200000000000003,58.8,277.7029015034159,0.0
32.0,57.599999999999994,274.33431807206483,0.0
31.200000000000003,56.4,272.91411316420385,0.0
34.4,55.199999999999996,280.459570921436,0.0
32.0,52.8,276.01339325754316,0.0
35.2,46.8,275.36696591996986,0.0
34.4,44.4,269.3010619877066,0.0
34.4,7.199999999999999,258.0082646039332,0.0
40.0,-39.6,237.88170609436662,0.0
40.0,-63.599999999999994,206.4442131382861,0.0
44.800000000000004,-93.6,184.78578712247128,0.0
56.0,-114.0,134.25418662683234,0.0
62.400000000000006,-111.6,92.14585940559584,0.0
100.80000000000001,-104.39999999999999,105.12280389974404,0.0
104.80000000000001,-100.8,106.32500714421803,0.0
102.4,-98.39999999999999,114.34471350699727,0.0
103.2,-103.2,87.73916023953961,0.0
103.2,-94.8,86.6018867967586,0.0
112.80000000000001,-85.2,94.05172743316177,0.0
122.4,-73.2,113.08011165100339,0.0
120.0,-86.39999999999999,89.43697195193039,0.0
124.80000000000001,-79.2,108.91688862851669,0.0
126.4,-79.2,100.41771811052485,0.0
